1325.3656600000 0.0014565142 0.0013695188 0.0208330000
1325.3864930000 -0.0064546295 0.0013695188 0.0208330000
1325.4073270000 -0.0056559378 0.0013695188 0.0208330000
1325.4281600000 -0.0044254395 0.0013695188 0.0208330000
1325.4489940000 -0.0029832231 0.0013695188 0.0208330000
1325.4698270000 0.0012305107 0.0013695188 0.0208330000
1325.4906610000 0.0031318236 0.0013695188 0.0208330000
1325.5114940000 0.0003074061 0.0013695188 0.0208330000
1325.5323280000 0.0005442677 0.0013695188 0.0208330000
1325.5531610000 -0.0014730876 0.0013695188 0.0208330000
1325.5739950000 -0.0012670726 0.0013695188 0.0208330000
1325.5948280000 -0.0002390082 0.0013695188 0.0208330000
1325.6156620000 0.0021305286 0.0013695188 0.0208330000
1325.6364950000 0.0018390969 0.0013695188 0.0208330000
1325.6573290000 0.0008109742 0.0013695188 0.0208330000
1325.6989960000 0.0011373254 0.0013695188 0.0208330000
1325.7198290000 -0.0010095763 0.0013695188 0.0208330000
1325.7406630000 0.0034404521 0.0013695188 0.0208330000
1325.7614960000 0.0015947517 0.0013695188 0.0208330000
1325.7823300000 0.0003058068 0.0013695188 0.0208330000
1325.8031630000 0.0004767190 0.0013695188 0.0208330000
1325.8239970000 0.0002713548 0.0013695188 0.0208330000
1325.8448300000 0.0026006222 0.0013695188 0.0208330000
1325.8656640000 -0.0001364646 0.0013695188 0.0208330000
1325.8864970000 -0.0014389570 0.0013695188 0.0208330000
1325.9073310000 0.0023172969 0.0013695188 0.0208330000
1325.9281640000 -0.0010744966 0.0013695188 0.0208330000
1325.9489970000 0.0013335940 0.0013695188 0.0208330000
1325.9906640000 -0.0002034810 0.0013695188 0.0208330000
1326.0114980000 -0.0012933759 0.0013695188 0.0208330000
1326.0323310000 0.0013706427 0.0013695188 0.0208330000
1326.0531650000 0.0010494614 0.0013695188 0.0208330000
1326.0739980000 0.0005720576 0.0013695188 0.0208330000
1326.0948320000 -0.0009699924 0.0013695188 0.0208330000
1326.1156650000 -0.0015581622 0.0013695188 0.0208330000
1326.1364990000 -0.0005594537 0.0013695188 0.0208330000
1326.1573320000 0.0003002254 0.0013695188 0.0208330000
1326.1781660000 -0.0019024285 0.0013695188 0.0208330000
1326.1989990000 -0.0025257862 0.0013695188 0.0208330000
1326.2198330000 0.0008497115 0.0013695188 0.0208330000
1326.2406660000 -0.0007943773 0.0013695188 0.0208330000
1326.2615000000 0.0012034446 0.0013695188 0.0208330000
1326.3031670000 0.0016431060 0.0013695188 0.0208330000
1326.3240000000 0.0006377656 0.0013695188 0.0208330000
1326.3656670000 0.0010484309 0.0013695188 0.0208330000
1326.3865000000 0.0010066050 0.0013695188 0.0208330000
1326.4073340000 -0.0016193349 0.0013695188 0.0208330000
1326.4281670000 -0.0022097734 0.0013695188 0.0208330000
1326.4490010000 0.0005245840 0.0013695188 0.0208330000
1326.4698340000 0.0009864535 0.0013695188 0.0208330000
1326.4906680000 0.0003702269 0.0013695188 0.0208330000
1326.5115010000 0.0002755055 0.0013695188 0.0208330000
1326.5323350000 -0.0013344512 0.0013695188 0.0208330000
1326.5531680000 0.0008142362 0.0013695188 0.0208330000
1326.5740020000 -0.0016575180 0.0013695188 0.0208330000
1326.6156690000 0.0008958589 0.0013695188 0.0208330000
1326.6365020000 0.0013507356 0.0013695188 0.0208330000
1326.6573360000 -0.0020978901 0.0013695188 0.0208330000
1326.6990030000 -0.0024578924 0.0013695188 0.0208330000
1326.7615030000 -0.0017594692 0.0013695188 0.0208330000
1326.7823370000 0.0013918479 0.0013695188 0.0208330000
1326.8031700000 0.0006296471 0.0013695188 0.0208330000
1326.8240040000 -0.0000919974 0.0013695188 0.0208330000
1326.8448370000 -0.0000005302 0.0013695188 0.0208330000
1326.8656710000 0.0005558106 0.0013695188 0.0208330000
1326.8865040000 0.0006147157 0.0013695188 0.0208330000
1326.9073380000 0.0008047750 0.0013695188 0.0208330000
1326.9281710000 -0.0014199459 0.0013695188 0.0208330000
1326.9490050000 0.0016573592 0.0013695188 0.0208330000
1326.9698380000 -0.0012782751 0.0013695188 0.0208330000
1326.9906720000 0.0014301113 0.0013695188 0.0208330000
1327.0115050000 0.0017992057 0.0013695188 0.0208330000
1327.0323380000 -0.0007231630 0.0013695188 0.0208330000
1327.0531720000 -0.0008242526 0.0013695188 0.0208330000
1327.0740050000 0.0011232210 0.0013695188 0.0208330000
1327.0948390000 -0.0017490650 0.0013695188 0.0208330000
1327.1781730000 -0.0002143889 0.0013695188 0.0208330000
1327.2198400000 -0.0020909707 0.0013695188 0.0208330000
1327.2406730000 0.0022513623 0.0013695188 0.0208330000
1327.2615070000 -0.0006522425 0.0013695188 0.0208330000
1327.2823400000 -0.0003329381 0.0013695188 0.0208330000
1327.3031740000 -0.0000148427 0.0013695188 0.0208330000
1327.3240070000 -0.0025427984 0.0013695188 0.0208330000
1327.3448410000 -0.0007076115 0.0013695188 0.0208330000
1327.3656740000 0.0012050273 0.0013695188 0.0208330000
1327.3865080000 -0.0018889969 0.0013695188 0.0208330000
1327.4073410000 -0.0018290106 0.0013695188 0.0208330000
1327.4490080000 -0.0010639849 0.0013695188 0.0208330000
1327.4698410000 -0.0017969180 0.0013695188 0.0208330000
1327.4906750000 -0.0009726257 0.0013695188 0.0208330000
1327.5115080000 -0.0031862566 0.0013695188 0.0208330000
1327.5323420000 0.0001751817 0.0013695188 0.0208330000
1327.5531750000 -0.0002843211 0.0013695188 0.0208330000
1327.5740090000 0.0008122991 0.0013695188 0.0208330000
1327.5948420000 -0.0004319377 0.0013695188 0.0208330000
1327.6156760000 -0.0009480766 0.0013695188 0.0208330000
1327.6365090000 0.0006233331 0.0013695188 0.0208330000
1327.6573430000 -0.0024471832 0.0013695188 0.0208330000
1327.6781760000 -0.0020210368 0.0013695188 0.0208330000
1327.6990100000 -0.0000464655 0.0013695188 0.0208330000
1327.7198430000 -0.0011409324 0.0013695188 0.0208330000
1327.7406770000 -0.0002562751 0.0013695188 0.0208330000
1327.7615100000 0.0004665531 0.0013695188 0.0208330000
1327.8031770000 0.0014106738 0.0013695188 0.0208330000
1327.8240110000 0.0009344658 0.0013695188 0.0208330000
1327.8656780000 -0.0001733902 0.0013695188 0.0208330000
1327.8865110000 0.0000270791 0.0013695188 0.0208330000
1327.9073450000 -0.0002381613 0.0013695188 0.0208330000
1327.9490110000 0.0004548363 0.0013695188 0.0208330000
1327.9698450000 0.0003030151 0.0013695188 0.0208330000
1327.9906780000 0.0008727493 0.0013695188 0.0208330000
1328.0115120000 -0.0032202694 0.0013695188 0.0208330000
1328.0323450000 0.0003979510 0.0013695188 0.0208330000
1328.0531790000 -0.0003733639 0.0013695188 0.0208330000
1328.0740120000 0.0016291095 0.0013695188 0.0208330000
1328.0948460000 -0.0006087556 0.0013695188 0.0208330000
1328.1156790000 0.0004275866 0.0013695188 0.0208330000
1328.1365130000 -0.0000189450 0.0013695188 0.0208330000
1328.1573460000 0.0008835585 0.0013695188 0.0208330000
1328.1781800000 0.0001284063 0.0013695188 0.0208330000
1328.1990130000 -0.0003186745 0.0013695188 0.0208330000
1328.2198470000 0.0011079292 0.0013695188 0.0208330000
1328.2615140000 -0.0011930953 0.0013695188 0.0208330000
1328.2823470000 0.0005164114 0.0013695188 0.0208330000
1328.3031800000 0.0005666328 0.0013695188 0.0208330000
1328.3240140000 0.0015053775 0.0013695188 0.0208330000
1328.3448470000 -0.0007142754 0.0013695188 0.0208330000
1328.3656810000 0.0000269618 0.0013695188 0.0208330000
1328.3865140000 0.0007445980 0.0013695188 0.0208330000
1328.4073480000 -0.0019393875 0.0013695188 0.0208330000
1328.4281810000 0.0006810141 0.0013695188 0.0208330000
1328.4490150000 0.0007949293 0.0013695188 0.0208330000
1328.4698480000 -0.0011551360 0.0013695188 0.0208330000
